Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points
TECERAM HK s.r.o.,33688,0.004324174,0.017424976,0.003164557,0,0.006884682,0,0,2.064602938
Jebsen & Jessen Life Science GmbH,31102,0.012135584,0.006776379,0,0,0.022375215,0,0,2.064358919
Comptoir des plantes SARL,34975,0.006137537,0.021297193,0,0,0.013769363,0,0,2.060204621
KUNA CORPORATION DOO,35759,0.002929279,0.013552759,0.003164557,0,0.012048193,0,0,2.059422921
Krohne Messtechnik GmbH,22545,0.004184684,0.030009681,0,0,0.006884682,0,0,2.053952309
MABAYCO,5037,0.002092342,0.006776379,0.006329114,0,0.006884682,0,0,2.053492939
Interplast Kimya CO.,20393,0.003626726,0.027105518,0,0,0.010327022,0,0,2.052963323
Schnoor-Plast ApS,21528,0.003766216,0.012584705,0.003164557,0,0.012048193,0,0,2.052867051
demtas pigment ve kimyevi mad.iml.san. ve dış tic.ltd.şti,3097,0.021760357,0.010648596,0,0,0.008605852,0,0,2.05074027
Kapa Produktion,32865,0.001255405,0.005808325,0.006329114,0,0.008605852,0,0,2.049301908
RECUBRIMIENTOS ANTICORROSIVOS CARDENAS SA DE CV,26120,0.001673874,0.001936108,0.006329114,0,0.012048193,0,0,2.048731526
MAPEA,18944,0.003068768,0.012584705,0.006329114,0,0,0,0,2.048496437
BIODESIV,204,0.006277026,0.017424976,0,0,0.017211704,0,0,2.045685292
DEPSOL POLYMERS LLC,29092,0.008229879,0.009680542,0.003164557,0,0.010327022,0,0,2.044783549
SC GEMITE  RO SRL,27817,0.003905705,0.001936108,0.003164557,0,0.022375215,0,0,2.043762827
SO.L.TER. srl,29456,0.006974473,0.01839303,0,0,0.015490534,0,0,2.04290185
Witty GmbH & Co.KG,18214,0.006277026,0.024201355,0,0,0.010327022,0,0,2.040270187
Brenntag Hungaria Kft,2056,0.003905705,0.030009681,0,0,0.006884682,0,0,2.040003362
DANHSON-BG,32554,0.006695494,0.020329138,0,0,0.013769363,0,0,2.039699804
Dr Zigs,31182,0.0026503,0.005808325,0.006329114,0,0.006884682,0,0,2.032988122
Chemiman,2260,0.007113963,0.017424976,0.003164557,0,0.003442341,0,0,2.031975367
Sarts ltd,25997,0.002371321,0.013552759,0.003164557,0,0.012048193,0,0,2.031525027
CENTRAL TRADING COMPANY LLC,34818,0.003626726,0.023233301,0,0,0.013769363,0,0,2.031469521
SKS Estonia Textile ou,34394,0.0026503,0.024201355,0,0,0.013769363,0,0,2.031050917
Sika Technology AG,25909,0.003347747,0.009680542,0,0,0.027538726,0,0,2.028350784
The Green Doctor NI LTD,17999,0.003626726,0.011616651,0.006329114,0,0,0,0,2.027991621
"Stockmeier Quimica, s.l.u.",7732,0.001534384,0.000968054,0.009493671,0,0,0,0,2.023856095
Fraunhofer IKTS,27971,0.003068768,0.005808325,0.003164557,0,0.018932874,0,0,2.023409789
Zwiteck BV,29039,0.003766216,0.028073572,0,0,0.008605852,0,0,2.022281988
World Fire Systems Srl,29911,0.00516111,0.023233301,0,0,0.012048193,0,0,2.022130209
QOTEC (STEUR SPUITERIJ EN SCHADEHERSTEL B.V.),30839,0.002789789,0.001936108,0.006329114,0,0.010327022,0,0,2.018468793
Diamik Glass Ltd,34060,0.000557958,0,0.009493671,0,0.00172117,0,0,2.012690591
TOTAL CARE,32175,0.002231831,0.005808325,0.006329114,0,0.006884682,0,0,2.012064702
Printacal,20292,0.004882131,0.010648596,0.003164557,0,0.012048193,0,0,2.011857417
Eporoc AB,31191,0.003766216,0.026137464,0,0,0.010327022,0,0,2.011535086
MULTIHEM,1207,0.005440089,0.010648596,0,0,0.024096386,0,0,2.009253557
MOLUMER İZOTAŞ İZOLASYON,18522,0.003347747,0.002904163,0.006329114,0,0.008605852,0,0,2.008710878
Global Comarcos SL,35803,0.005858558,0.022265247,0,0,0.012048193,0,0,2.008599865
Chemours International Operations Sarl,31607,0.00251081,0.001936108,0.006329114,0,0.010327022,0,0,2.004519846
ArcelorMittal,31350,0.004463663,0.01839303,0,0,0.017211704,0,0,2.003419848
Klüber Lubrication GmbH Ibérica,27877,0.004324174,0.027105518,0,0,0.008605852,0,0,2.001777171
DRACO-BIS Sp. z o.o sp.k.,33314,0.004742642,0.007744434,0,0,0.027538726,0,0,2.001290098
Oxford Medical Products,24919,0.002789789,0.009680542,0,0,0.027538726,0,0,2.000452891
Delta Clean Kft.,26049,0.003766216,0.030977735,0,0,0.005163511,0,0,1.99537308
Diessner GmbH & Co. KG,4591,0.003068768,0.002904163,0.006329114,0,0.008605852,0,0,1.994761931
Poligrat Deutschland GmbH,30194,0.005021621,0.019361084,0,0,0.015490534,0,0,1.993661933
Dr. Hans Heubach GmbH,31747,0.004184684,0.005808325,0.003164557,0,0.017211704,0,0,1.993147056
Vepochemie AG,31290,0.003766216,0.003872217,0.006329114,0,0.006884682,0,0,1.991978489
"Advanced Materials Engineering, Inc.",27970,0.001813363,0.005808325,0.006329114,0,0.006884682,0,0,1.991141282
La Savonnerie de Nyons,34800,0.001813363,0.024201355,0,0,0.013769363,0,0,1.989204077
Sibbiopharm Ltd.,30163,0.003208258,0.003872217,0,0,0.032702238,0,0,1.989135607
RIKA Chemie GmbH,32968,0.008927326,0.000968054,0.003164557,0,0.017211704,0,0,1.9882656
EUROFED SRL,23670,0.001534384,0.026137464,0,0,0.012048193,0,0,1.986002031
Prosynth Ltd.,13127,0.002231831,0.008712488,0.006329114,0,0.003442341,0,0,1.985155794
natural Ingredients Solution srl,30384,0.0026503,0.004840271,0.006329114,0,0.006884682,0,0,1.984585412
BELMAR,19430,0.005998047,0.010648596,0.003164557,0,0.010327022,0,0,1.981594685
AYDIN KIMYA,18616,0.003905705,0.021297193,0.003164557,0,0.00172117,0,0,1.9791148
Landa Nano GmbH,24687,0.00251081,0.004840271,0.006329114,0,0.006884682,0,0,1.977610938
KOSBUD Bracia Kosińscy Sp.J,24472,0.003208258,0.011616651,0.003164557,0,0.012048193,0,0,1.976566446
Nutrients On Demand AB,8958,0.002231831,0.006776379,0.006329114,0,0.005163511,0,0,1.974408893
HEGARDT S.L.,25769,0.001673874,0.003872217,0.006329114,0,0.008605852,0,0,1.973419907
LILA COSMETICS,26062,0.003068768,0.011616651,0.003164557,0,0.012048193,0,0,1.969591973
"Serviecología y tratamientos de aguas, s.l.",15041,0.001952853,0.011616651,0,0,0.025817556,0,0,1.969352952
Biotrade Bulgaria Ltd,32993,0.004324174,0.015488867,0.003164557,0,0.006884682,0,0,1.967797517
TehInvest LLC,25539,0.004045195,0.007744434,0,0,0.027538726,0,0,1.966417731
GR RESIN,22219,0.001952853,0,0.006329114,0,0.012048193,0,0,1.965875051
PARFUMS PAR NATURE LP,16099,0.001115916,0.020329138,0.003164557,0,0.005163511,0,0,1.963339661
EVERGREEN DI MUNARETTO SILVANO,34127,0.002789789,0.010648596,0,0,0.025817556,0,0,1.962797082
Molekula GmbH,10637,0.003626726,0.01839303,0,0,0.017211704,0,0,1.961573008
AISAKOS SA,10820,0.005021621,0.007744434,0.003164557,0,0.013769363,0,0,1.959682279
Samyang EP,29302,0.001952853,0.025169409,0,0,0.012048193,0,0,1.958522741
"Bobinados Fuengar, S. L",24426,0.004603152,0.024201355,0,0,0.010327022,0,0,1.956576506
Fardem Packaging BV,21411,0.001394895,0.010648596,0.006329114,0,0.00172117,0,0,1.954055855
BRENNTAG Slovakia s.r.o.,8330,0.001813363,0.006776379,0.006329114,0,0.005163511,0,0,1.953485473
ANNAQUIMICA,23414,0.003208258,0.020329138,0,0,0.015490534,0,0,1.951396489
Poro,27346,0.001394895,0.007744434,0.003164557,0,0.017211704,0,0,1.950463009
Adhesivos Candar SL,19372,0.011856605,0.027105518,0,0,0,0,0,1.948106137
Pulveranalyse,3675,0.0026503,0.005808325,0.006329114,0,0.005163511,0,0,1.946929603
Megadyne S.p.A.,7810,0.01311201,0,0,0,0.025817556,0,0,1.946478299
RF NEGOCE,28149,0.001952853,0.017424976,0.003164557,0,0.006884682,0,0,1.946036889
DERKIM POLIURETAN SAN. VE TIC. A.S.,15930,0.001115916,0.003872217,0.006329114,0,0.008605852,0,0,1.945522013
Piezotechnics Dr. Jaenker GmbH,26095,0.002789789,0.009680542,0.003164557,0,0.013769363,0,0,1.944896125
Brenntag Schweizerhall AG,10619,0.003068768,0.020329138,0,0,0.015490534,0,0,1.944422015
EURODORTHZ,10975,0.004603152,0.016456922,0.003164557,0,0.005163511,0,0,1.944090654
AQ bv,28210,0.002789789,0.003872217,0.006329114,0,0.006884682,0,0,1.943157175
EFA Technologies,33493,0.002789789,0.003872217,0.006329114,0,0.006884682,0,0,1.943157175
PREMIUM FACTORY,29681,0.001534384,0.033881897,0,0,0.003442341,0,0,1.942931117
LAPI CHIMICI SRL,308,0.003487237,0.010648596,0.003164557,0,0.012048193,0,0,1.942112683
"Fraicret, S.A. de C.V.",34190,0.013669968,0.009680542,0,0,0.015490534,0,0,1.94205218
Planol GmbH,5954,0.002789789,0.016456922,0.003164557,0,0.006884682,0,0,1.93948102
DARGVEST. sro,31176,0.008508858,0.016456922,0,0,0.013769363,0,0,1.936757117
Greinplast,29630,0.004463663,0.013552759,0,0,0.020654045,0,0,1.933523335
Albemarle Catalyst,20651,0.001255405,0.021297193,0.003164557,0,0.003442341,0,0,1.932658325
San Deco - Deka Boya,9391,0.002929279,0.027105518,0,0,0.008605852,0,0,1.932032436
ACOS  SRL,16684,0.003347747,0.017424976,0.003164557,0,0.005163511,0,0,1.929723104
VWR Internation Sp z .o.o.,28776,0.003626726,0.006776379,0.003164557,0,0.015490534,0,0,1.927593354
"PINTURAS PLAST-BELLA, S.L.",19972,0.000557958,0,0.009493671,0,0,0,0,1.926632071
productos químicos mopasa sl,13521,0.000557958,0,0.009493671,0,0,0,0,1.926632071
Jay Chemical Industries Ltd.,2828,0.010322221,0.021297193,0,0,0.006884682,0,0,1.925204745
BAICHIM SRL,14928,0.001534384,0.014520813,0,0,0.022375215,0,0,1.921520623
Ultrana GmbH,33461,0.003905705,0.002904163,0.003164557,0,0.018932874,0,0,1.920048498
Shuzyrock Inc.,34420,0.003626726,0.026137464,0,0,0.008605852,0,0,1.918502093
Gento Chemicals,21727,0.010182731,0.021297193,0,0,0.006884682,0,0,1.918230272
AREIN GRUP Kimyasal Maddeler San. ve Tic. Ltd. Şti.,21115,0.001813363,0.013552759,0.003164557,0,0.010327022,0,0,1.917568613
Rhenocoll-Werk e.K.,24035,0.003905705,0.009680542,0.003164557,0,0.012048193,0,0,1.914633392
EBS BOYA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,18132,0.000278979,0,0.009493671,0,0,0,0,1.912683124
Pinturas de la Peña,19466,0.000278979,0,0.009493671,0,0,0,0,1.912683124
Accenture,24358,0.003487237,0.010648596,0,0,0.024096386,0,0,1.911610929
Plastcad Technology,32734,0.003905705,0.006776379,0,0,0.027538726,0,0,1.911040547
CAP CHEMICALS SAS,16888,0.003766216,0.030977735,0,0,0.003442341,0,0,1.90931456
Paintex,31470,0.004463663,0.016456922,0,0,0.017211704,0,0,1.906614427
"NATIONAL PAINT, S.A.",18746,0.000139489,0,0.009493671,0,0,0,0,1.905708651
GV Pharma Hungary LLC,33824,0.006137537,0.010648596,0.003164557,0,0.008605852,0,0,1.902510638
THAKAR DASS & CO JALANDHAR,1560,0.011159157,0.025169409,0,0,0.00172117,0,0,1.902486868
Constantine Ltd,33399,0.002789789,0.017424976,0.003164557,0,0.005163511,0,0,1.90182521
Micromach GmbH,35091,0.006137537,0.023233301,0,0,0.008605852,0,0,1.898834483
Avcılar Kimya,13531,0.001115916,0.002904163,0.006329114,0,0.008605852,0,0,1.897119303
PLASKO PLASTIK SAN. TIC. AS.,14639,0.001255405,0.028073572,0,0,0.008605852,0,0,1.896741466
G&G Növényvédelmi Kft.,24789,0.002789789,0.008712488,0.003164557,0,0.013769363,0,0,1.896493414
Prodec ApS,34476,0.005021621,0.011616651,0.003164557,0,0.008605852,0,0,1.895117561
AMERICAN PAN EUROPE SRL,21733,0.001952853,0.029041626,0,0,0.006884682,0,0,1.893958024
Salmon PT.,28394,0.001952853,0.007744434,0.003164557,0,0.015490534,0,0,1.892302383
Better for me Handels GmbH,24202,0.006416516,0.019361084,0,0,0.012048193,0,0,1.891289627
Mirius,31002,0.006695494,0.002904163,0.003164557,0,0.015490534,0,0,1.887420927
Falken Trade,17979,0.0026503,0.009680542,0.006329114,0,0,0,0,1.882364885
Sociedade Industrial de Britagem de Pedra Lda.,35228,0.001255405,0.032913843,0,0,0.003442341,0,0,1.880579459
Black Candles Ltd,26035,0.004603152,0.017424976,0,0,0.015490534,0,0,1.875933091
Melisa Laboratorium,33138,0.002231831,0.023233301,0,0,0.012048193,0,0,1.875666267
TS LAB,24860,0.001255405,0.024201355,0,0,0.012048193,0,0,1.875247663
FuMaTec Elastomertechnik,19819,0.004742642,0.030977735,0,0,0.00172117,0,0,1.872077354
ROWASOL GmbH,24849,0.003487237,0,0.006329114,0,0.008605852,0,0,1.870477219
Regenbogenkreis GmbH,33366,0.004045195,0.021297193,0,0,0.012048193,0,0,1.869529
INNOSET,31247,0.004184684,0.006776379,0.003164557,0,0.013769363,0,0,1.869432727
Stahl International b.v.,24195,0.003208258,0.001936108,0.006329114,0,0.006884682,0,0,1.867275174
Inexios,6013,0.000836937,0.026137464,0,0,0.010327022,0,0,1.865071144
INVERTO GmbH,25207,0.002092342,0.014520813,0,0,0.020654045,0,0,1.863359997
"BRENNTAG TAIWAN CO., LTD.",24761,0.007113963,0.007744434,0,0,0.022375215,0,0,1.861680587
Orgachim Resins AD,10154,0.002231831,0.009680542,0.006329114,0,0,0,0,1.861441465
Innovad,33356,0.004045195,0.019361084,0,0,0.013769363,0,0,1.858782099
Angeloni Group srl,19744,0.002371321,0.007744434,0.006329114,0,0.00172117,0,0,1.857669037
Carlo Riccò & F.lli,4062,0.004463663,0.003872217,0.006329114,0,0.003442341,0,0,1.854733816
Baumit Romania,18099,0.003208258,0.033881897,0,0,0,0,0,1.854507758
BTM BİTÜMLÜ TECRİT MADDELERİ SANAYİVE TİCARET A.Ş,21831,0.002231831,0.013552759,0.003164557,0,0.008605852,0,0,1.852433514
IP Trading Ltd,33991,0.002929279,0.020329138,0,0,0.013769363,0,0,1.851389022
Safic Alcan Chimsnab AD,18285,0.003208258,0.006776379,0.006329114,0,0.00172117,0,0,1.851113167
Phyto Connexion,34661,0.005021621,0.016456922,0,0,0.015490534,0,0,1.848453801
Temizkan Trading Company,32390,0.008229879,0.01839303,0,0,0.010327022,0,0,1.847496551
İDAKEM KİMYA SANAYİ VE TİCARET A.Ş.,24188,0.002929279,0.005808325,0.003164557,0,0.015490534,0,0,1.844318276
SMAIL GROUP Sp. z o.o.,22263,0.004882131,0.016456922,0,0,0.015490534,0,0,1.841479327
Teknologisk Institut,19350,0.001813363,0.009680542,0.006329114,0,0,0,0,1.840518045
Euro OTC Pharma GmbH,35784,0.005719068,0.024201355,0,0,0.006884682,0,0,1.840255253
Immerbau Sp. z o,17997,0.001255405,0.006776379,0.006329114,0,0.003442341,0,0,1.839529059
Rosso&Nero srl,31420,0.003347747,0.008712488,0.003164557,0,0.012048193,0,0,1.838332788
JEB Distributions,35837,0.004603152,0.01839303,0,0,0.013769363,0,0,1.838277282
Rexil-Agro BV,30416,0.006834984,0.021297193,0,0,0.008605852,0,0,1.836901429
BlueBay Aquatics,8022,0.00516111,0.006776379,0.003164557,0,0.012048193,0,0,1.832195522
DELOS IMPEX 96 srl,25609,0.00516111,0.026137464,0,0,0.005163511,0,0,1.823104261
Kaubit AG,3507,0.006974473,0.017424976,0,0,0.012048193,0,0,1.8223821
Saint-Gobain Ecophon,4340,0.001115916,0.004840271,0.006329114,0,0.005163511,0,0,1.821807684
Bruchsaler Farbenfabrik GmbH & Co. KG,27651,0.001534384,0.000968054,0.006329114,0,0.008605852,0,0,1.821237302
Max Baermann GmbH,27880,0.002092342,0.022265247,0,0,0.012048193,0,0,1.820289083
Capital concept colombia e.u,31685,0.005719068,0.020329138,0,0,0.010327022,0,0,1.818761451
CAM Bioceramics B.V.,24082,0.003626726,0.015488867,0,0,0.017211704,0,0,1.816364876
Lookout Services,30870,0.003905705,0.004840271,0,0,0.027538726,0,0,1.814235125
BIO BONE NANO TEKNOLOJILERI,35347,0.005579579,0.020329138,0,0,0.010327022,0,0,1.811786977
Tillman international B.V.,17478,0.002929279,0.028073572,0,0,0.005163511,0,0,1.808318107
Betolar Ltd,8320,0.003487237,0.006776379,0,0,0.025817556,0,0,1.804058606
Larocca Engineering,23508,0.002929279,0.019361084,0,0,0.013769363,0,0,1.802986311
Thermaset LTD,27701,0.001952853,0.020329138,0,0,0.013769363,0,0,1.802567708
BEGONIA,31555,0.005579579,0.01839303,0,0,0.012048193,0,0,1.801040076
Victus International,5134,0.010182731,0,0,0,0.025817556,0,0,1.800014357
Rudolf Hensel GmbH,21128,0.003766216,0,0.006329114,0,0.006884682,0,0,1.798367647
Vutrex d.o.o.,31345,0.003626726,0.011616651,0,0,0.020654045,0,0,1.794871073
MIT GmbH,33295,0.0053006,0.005808325,0.003164557,0,0.012048193,0,0,1.790767285
Aurora Digital Colours Ltd,32774,0.003626726,0.01839303,0,0,0.013769363,0,0,1.789455968
Organik Kimya AS,21478,0.003347747,0.020329138,0,0,0.012048193,0,0,1.786253922
Sorption Technologies GmbH,27483,0.003487237,0.005808325,0.003164557,0,0.013769363,0,0,1.78615765
youbee GmbH,33789,0.004742642,0.009680542,0.003164557,0,0.008605852,0,0,1.784363193
TENZI SP. Z O.O.,22485,0.003766216,0.010648596,0.003164557,0,0.008605852,0,0,1.78394459
Yamamoto Trading (Thailand),1623,0.004463663,0.017424976,0,0,0.013769363,0,0,1.782900098
"PRODUCTOS DE COSMÉTICA PROFESIONAL, S.L.",25263,0.002929279,0.015488867,0,0,0.017211704,0,0,1.781492509
Beryl Circular BV,20772,0.002789789,0.024201355,0,0,0.008605852,0,0,1.779849831
Marta Kaufmann Cosmética SL,25286,0.002231831,0.015488867,0.003164557,0,0.005163511,0,0,1.777121895
Samtech Extraktionstechnik GmbH,23939,0.002092342,0.008712488,0.003164557,0,0.012048193,0,0,1.775562527
"LLC ""VPO VOLGOKHIMNEFT""",35625,0.003347747,0.01839303,0,0,0.013769363,0,0,1.775507021
trustseal limited,21210,0.002231831,0.006776379,0.003164557,0,0.013769363,0,0,1.771790099
M&B GreenUs Hungary Kft.,30725,0.003068768,0.014520813,0.003164557,0,0.005163511,0,0,1.770566025
Martí Tor Alergia,27218,0.002789789,0.022265247,0,0,0.010327022,0,0,1.76910293
VDS optilab,28449,0.0026503,0.015488867,0,0,0.017211704,0,0,1.767543562
Al Manar Group,22808,0.003208258,0.012584705,0.003164557,0,0.006884682,0,0,1.766793598
Augusto Bellinvia srl,34639,0.004045195,0.004840271,0.003164557,0,0.013769363,0,0,1.765652833
Laboratorios Olea Vitae s.l.,26069,0.001394895,0.01839303,0,0,0.015490534,0,0,1.763922913
PSC A/S,20823,0.005579579,0.003872217,0,0,0.025817556,0,0,1.763467576
Inkgenio Srl,615,0.004742642,0.005808325,0.003164557,0,0.012048193,0,0,1.762869391
Schildecker Transport GmbH,23668,0.0026503,0.022265247,0,0,0.010327022,0,0,1.762128457
Laboratoires SYNTH-INNOVE,27613,0.002231831,0.004840271,0.003164557,0,0.015490534,0,0,1.761043198
Naturprodukte Lembcke GbR,22420,0.002789789,0.020329138,0,0,0.012048193,0,0,1.758356029
MASTERBATCH NUPLEX,25975,0.002231831,0.011616651,0.003164557,0,0.008605852,0,0,1.755628093
Stora Enso,22970,0.003208258,0.023233301,0,0,0.008605852,0,0,1.752370541
SaKaMi Oy,23279,0.004463663,0.011616651,0,0,0.018932874,0,0,1.750659394
Miquel y Costas & Miquel S.A,3176,0.010043242,0.007744434,0,0,0.017211704,0,0,1.749968969
"Cooperativa de Maestros Pintores, Copiza",23759,0.001394895,0.004840271,0.006329114,0,0.003442341,0,0,1.749698111
Spandex,33023,0.002789789,0,0.006329114,0,0.006884682,0,0,1.749546333
Puroc B.V.,21221,0.002371321,0.006776379,0,0,0.025817556,0,0,1.748262819
United Initiators SAS,33906,0.003766216,0.017424976,0,0,0.013769363,0,0,1.748027731
FCHL Ltd,25221,0.015901799,0.008712488,0,0,0.010327022,0,0,1.747065484
"LLC ""Attika-Ukraine""",30246,0.003068768,0.007744434,0,0,0.024096386,0,0,1.745479377
Dulimex AG,25318,0.000976426,0,0.006329114,0,0.008605852,0,0,1.744936698
AIG SINERGIA,13005,0.0026503,0.005808325,0.003164557,0,0.013769363,0,0,1.744310809
CHEMFIL CHEMICALS FILIPPIDIS ALEXANDROS,33080,0.006137537,0.01839303,0,0,0.010327022,0,0,1.74287945
Nor-Maali,7629,0.002371321,0.013552759,0,0,0.018932874,0,0,1.742847714
Linden Chemie GmbH & Co. KG,36090,0.003905705,0.009680542,0.003164557,0,0.008605852,0,0,1.742516353
Darbini Ltd,34442,0.003068768,0.008712488,0.003164557,0,0.010327022,0,0,1.738325322
DICSOL,17214,0.003766216,0.030977735,0,0,0,0,0,1.73719752
PEGAMENTOS CABALLERO,19849,0.001673874,0.020329138,0.003164557,0,0,0,0,1.733061995
Springtech Ltd,23631,0.002092342,0.016456922,0.003164557,0,0.003442341,0,0,1.732491613
Slash Oü,14195,0.003766216,0.022265247,0,0,0.008605852,0,0,1.731865724
Adiquimica,35968,0.005579579,0.013552759,0,0,0.015490534,0,0,1.731143563
cph Deutschland Chemie GmbH,11061,0.003208258,0.013552759,0.003164557,0,0.005163511,0,0,1.729137788
Still Anna Łapkiewicz,34468,0.00251081,0.009680542,0,0,0.022375215,0,0,1.728328385
Oxiquimica Lda,10514,0.004603152,0.002904163,0.006329114,0,0.00172117,0,0,1.727247059
AROMAMEX,32728,0.005719068,0.005808325,0.003164557,0,0.010327022,0,0,1.725632185
Krahn Chemie Deutschland GmbH,156,0.005998047,0.016456922,0,0,0.012048193,0,0,1.725158075
ACC Beku GmbH,27876,0.001394895,0.013552759,0.003164557,0,0.006884682,0,0,1.724528154
EOC Einkauf AG,23924,0.003626726,0.000968054,0.003164557,0,0.017211704,0,0,1.72323561
ITS IMPEX GMBH,20346,0.001534384,0.032913843,0,0,0,0,0,1.722411366
Renson Ventilation,34541,0.002092342,0.014520813,0.003164557,0,0.005163511,0,0,1.721744711
Hammel Dispersionsfarben GmbH,30405,0.009624773,0,0.003164557,0,0.012048193,0,0,1.716559697
Pretty Fizzy Things,35650,0.0053006,0.007744434,0.003164557,0,0.008605852,0,0,1.715455666
PACAST AG,31288,0.0026503,0,0.003164557,0,0.018932874,0,0,1.712070105
DR.SCHNELL GmbH & Co. KGaA,29801,0.003626726,0.011616651,0,0,0.018932874,0,0,1.708812553
Filter System Kft,18269,0.006834984,0.013552759,0,0,0.013769363,0,0,1.707855304
CATALYSIS SL,31269,0.002231831,0.010648596,0.003164557,0,0.008605852,0,0,1.707225382
Transformer &  Rectifiers (I) Ltd,32048,0.007671921,0.005808325,0,0,0.020654045,0,0,1.706714539
fluide si interioare srl,35531,0.003905705,0.016456922,0,0,0.013769363,0,0,1.706599494
MAXAM CORP,32697,0.002929279,0.017424976,0,0,0.013769363,0,0,1.70618089
MF PACKAGING,32839,0.004324174,0.012584705,0,0,0.017211704,0,0,1.706029111
"Verde Proximo Unipessoal, LDA",25804,0.002092342,0.003872217,0.003164557,0,0.015490534,0,0,1.705666014
